"feature","feature_type","code","description"
"chartindicator_1433","chartindicator","1433","Seizure"
"chartindicator_1434","chartindicator","1434","Slurred Speech"
"chartindicator_1435","chartindicator","1435","Sustained Nystamus"
"chartindicator_1436","chartindicator","1436","Tactile Disturbances"
"chartindicator_1437","chartindicator","1437","Tremor"
"chartindicator_1438","chartindicator","1438","Ulnar Pulse [Right]"
"chartindicator_1439","chartindicator","1439","Visual Disturbances"
"chartindicator_1454","chartindicator","1454","r hips drsg change"
"chartindicator_146","chartindicator","146","Dialysate Flow ml/hr"
"chartindicator_1464","chartindicator","1464","ZZZly Wake Up"
"chartindicator_1466","chartindicator","1466","ATC"
"chartindicator_147","chartindicator","147","Dialysate Infusing"
"chartindicator_1479","chartindicator","1479","IV #1 Reason DC'D"
"chartindicator_148","chartindicator","148","Dialysis Access Site"
"chartindicator_1480","chartindicator","1480","IV #2 Reason DC'D"
"chartindicator_1481","chartindicator","1481","IV #3 Reason DC'D"
"chartindicator_1482","chartindicator","1482","IV #4 Reason DC'D"
"chartindicator_1483","chartindicator","1483","RSBI Not Completed"
"chartindicator_1484","chartindicator","1484","Risk for Falls"
"chartindicator_1486","chartindicator","1486","High Minute Volume"
"chartindicator_1487","chartindicator","1487","hi min vent"
"chartindicator_1488","chartindicator","1488","HIGH MIN. VENTIL."
"chartindicator_149","chartindicator","149","Dialysis Access Type"
"chartindicator_1491","chartindicator","1491","apnea time"
"chartindicator_1492","chartindicator","1492","High MV Alarm"
"chartindicator_1496","chartindicator","1496","HIGH MIN. VENT."
"chartindicator_150","chartindicator","150","Dialysis Machine"
"chartindicator_1503","chartindicator","1503","Bed Bath"
"chartindicator_1506","chartindicator","1506","high min. vol."
"chartindicator_1507","chartindicator","1507","HIGH MINUTE VOL"
"chartindicator_1508","chartindicator","1508","Hi/Minute/Vol/Alarm"
"chartindicator_151","chartindicator","151","Dialysis Site Appear"
"chartindicator_1510","chartindicator","1510","high Ve"
"chartindicator_1513","chartindicator","1513","Hi Min Vol"
"chartindicator_1514","chartindicator","1514","Hi Tidal Vol"
"chartindicator_1517","chartindicator","1517","Readmit <48 hrs"
"chartindicator_152","chartindicator","152","Dialysis Type"
"chartindicator_1520","chartindicator","1520","ACT"
"chartindicator_1521","chartindicator","1521","Albumin"
"chartindicator_1522","chartindicator","1522","Calcium"
"chartindicator_1523","chartindicator","1523","Chloride"
"chartindicator_1524","chartindicator","1524","Cholesterol"
"chartindicator_1525","chartindicator","1525","Creatinine"
"chartindicator_1526","chartindicator","1526","D-Dimer"
"chartindicator_1527","chartindicator","1527","Direct Bili"
"chartindicator_1528","chartindicator","1528","Fibrinogen"
"chartindicator_1529","chartindicator","1529","Glucose"
"chartindicator_153","chartindicator","153","Diastolic Unloading"
"chartindicator_1530","chartindicator","1530","INR"
"chartindicator_1531","chartindicator","1531","Lactic Acid"
"chartindicator_1532","chartindicator","1532","Magnesium"
"chartindicator_1533","chartindicator","1533","PTT"
"chartindicator_1534","chartindicator","1534","Phosphorous"
"chartindicator_1535","chartindicator","1535","Potassium"
"chartindicator_1536","chartindicator","1536","Sodium"
"chartindicator_1537","chartindicator","1537","Thrombin"
"chartindicator_1538","chartindicator","1538","Total Bili"
"chartindicator_1539","chartindicator","1539","Total Protein"
"chartindicator_154","chartindicator","154","Diet Type"
"chartindicator_1540","chartindicator","1540","Triglyceride"
"chartindicator_1541","chartindicator","1541","Uric Acid"
"chartindicator_1542","chartindicator","1542","WBC"
"chartindicator_1546","chartindicator","1546","high ve"
"chartindicator_155","chartindicator","155","Doppler BP"
"chartindicator_1551","chartindicator","1551","high MV"
"chartindicator_1555","chartindicator","1555","Apnea Interval"
"chartindicator_156","chartindicator","156","Dorsal PedPulse [Right]"
"chartindicator_1565","chartindicator","1565","High MV Limit"
"chartindicator_1566","chartindicator","1566","high min vol"
"chartindicator_1567","chartindicator","1567","apnea"
"chartindicator_1568","chartindicator","1568","high me"
"chartindicator_157","chartindicator","157","ETT [Mark]"
"chartindicator_1570","chartindicator","1570","HI TIDAL VOL"
"chartindicator_1576","chartindicator","1576","automatic tube com"
"chartindicator_1577","chartindicator","1577","high minute vent"
"chartindicator_1578","chartindicator","1578","HI/Minute/Vol"
"chartindicator_158","chartindicator","158","ETT Position Change"
"chartindicator_1580","chartindicator","1580","HI/Minute/Volume"
"chartindicator_1588","chartindicator","1588","min vol"
"chartindicator_159","chartindicator","159","Ectopy Frequency"
"chartindicator_1591","chartindicator","1591","waffle boots"
"chartindicator_1594","chartindicator","1594","HI/MINUTE/VOL"
"chartindicator_1595","chartindicator","1595","Seizure Pads"
"chartindicator_1596","chartindicator","1596","HIGH MV"
"chartindicator_1599","chartindicator","1599","HIGH MINUTE VENT."
"chartindicator_160","chartindicator","160","Ectopy Frequency 2"
"chartindicator_1600","chartindicator","1600","HIGH MINUTE VOLUME"
"chartindicator_161","chartindicator","161","Ectopy Type"
"chartindicator_1616","chartindicator","1616","High MV."
"chartindicator_162","chartindicator","162","Ectopy Type 2"
"chartindicator_1621","chartindicator","1621","High/Min/Vent"
"chartindicator_1622","chartindicator","1622","Alarms"
"chartindicator_1623","chartindicator","1623","Parameters Checked"
"chartindicator_1624","chartindicator","1624","PreSep Catheter SVO2"
"chartindicator_163","chartindicator","163","Edema #1 [Location]"
"chartindicator_1633","chartindicator","1633","HIGH/MIN/VENT"
"chartindicator_1637","chartindicator","1637","pneumo boots"
"chartindicator_1639","chartindicator","1639","High MV"
"chartindicator_164","chartindicator","164","Edema #2 [Location]"
"chartindicator_1641","chartindicator","1641","high min. volume"
"chartindicator_1648","chartindicator","1648","HIGH ME"
"chartindicator_165","chartindicator","165","Education Barrier"
"chartindicator_1650","chartindicator","1650","high mv"
"chartindicator_1651","chartindicator","1651","High Tidal Volume"
"chartindicator_1653","chartindicator","1653","Bed Alarm"
"chartindicator_1654","chartindicator","1654","HIGH VE"
"chartindicator_1658","chartindicator","1658","driving pressure"
"chartindicator_1659","chartindicator","1659","high min vent"
"chartindicator_166","chartindicator","166","Education Handout"
"chartindicator_1662","chartindicator","1662","High min vol"
"chartindicator_1665","chartindicator","1665","High Min Vol"
"chartindicator_167","chartindicator","167","Education Learner"
"chartindicator_168","chartindicator","168","Education Method"
"chartindicator_1684","chartindicator","1684","APNEA"
"chartindicator_169","chartindicator","169","Education Readiness"
"chartindicator_1695","chartindicator","1695","Atr Sens Thresh mV"
"chartindicator_1696","chartindicator","1696","Atr Stim Thresh mA"
"chartindicator_1697","chartindicator","1697","Atrial Pacemaker Sense [mV]"
"chartindicator_1698","chartindicator","1698","GI Tube #1 [Site]"
"chartindicator_1699","chartindicator","1699","GI Tube #2 [Site]"
"chartindicator_170","chartindicator","170","Education Response"
"chartindicator_1700","chartindicator","1700","GI#3 Intub Site"
"chartindicator_1701","chartindicator","1701","GI Tube #3 [Status]"
"chartindicator_1702","chartindicator","1702","GI#3 tube PlaceCheck"
"chartindicator_1703","chartindicator","1703","Health Care Proxy"
"chartindicator_1704","chartindicator","1704","PA line cm Mark"
"chartindicator_1705","chartindicator","1705","Vent Sens Thresh mV"
"chartindicator_1706","chartindicator","1706","Ventricular Pacemaker Sense [mV]"
"chartindicator_1707","chartindicator","1707","Vent Stim Thresh mA"
"chartindicator_171","chartindicator","171","Education Topic #1"
"chartindicator_1718","chartindicator","1718","High Minute Vent."
"chartindicator_172","chartindicator","172","Education Topic #2"
"chartindicator_1723","chartindicator","1723","HIGH EXHALE MV"
"chartindicator_173","chartindicator","173","Effluent Press mmHg"
"chartindicator_1737","chartindicator","1737","HI/Minute/vol"
"chartindicator_1738","chartindicator","1738","high/min/vent"
"chartindicator_174","chartindicator","174","Emesis [Appearance]"
"chartindicator_1746","chartindicator","1746","hi MV"
"chartindicator_1758","chartindicator","1758","HI MIN VOL"
"chartindicator_176","chartindicator","176","Epi Infusion Rate"
"chartindicator_1761","chartindicator","1761","HI/MINUTE/VOL/ALARM"
"chartindicator_177","chartindicator","177","Epidural Appearance"
"chartindicator_178","chartindicator","178","Epidural Bolus"
"chartindicator_1781","chartindicator","1781","BED ALARM"
"chartindicator_179","chartindicator","179","Epidural Location"
"chartindicator_180","chartindicator","180","Epidural Medication"
"chartindicator_1803","chartindicator","1803","Solumedrol"
"chartindicator_181","chartindicator","181","Epidural Total Dose"
"chartindicator_1812","chartindicator","1812","abg: glucose"
"chartindicator_183","chartindicator","183","Eye Care"
"chartindicator_184","chartindicator","184","Eye Opening"
"chartindicator_185","chartindicator","185","FIO2 Alarm-High"
"chartindicator_1853","chartindicator","1853","protonix mg/hr"
"chartindicator_1858","chartindicator","1858","cisatracurium"
"chartindicator_186","chartindicator","186","FIO2 Alarm-Low"
"chartindicator_187","chartindicator","187","Family Communication"
"chartindicator_1872","chartindicator","1872","Shave"
"chartindicator_1879","chartindicator","1879","xigris"
"chartindicator_188","chartindicator","188","Femoral Pulse [Right]"
"chartindicator_1880","chartindicator","1880","Urine pH"
"chartindicator_189","chartindicator","189","FiO2 (Analyzed)"
"chartindicator_1891","chartindicator","1891","Heliox"
"chartindicator_190","chartindicator","190","FiO2 Set"
"chartindicator_1910","chartindicator","1910","BAth"
"chartindicator_192","chartindicator","192","Filter Pressure mmHg"
"chartindicator_193","chartindicator","193","Flatus"
"chartindicator_194","chartindicator","194","Flow-By (lpm)"
"chartindicator_1946","chartindicator","1946","fsbs"
"chartindicator_195","chartindicator","195","Flow-by Sensitivity"
"chartindicator_1955","chartindicator","1955","Xygris"
"chartindicator_1965","chartindicator","1965","hi min vol"
"chartindicator_197","chartindicator","197","Follows Commands"
"chartindicator_1975","chartindicator","1975","apnea time interval"
"chartindicator_1976","chartindicator","1976","hi min vent."
"chartindicator_1978","chartindicator","1978","high me alarm"
"chartindicator_198","chartindicator","198","GCS Total"
"chartindicator_199","chartindicator","199","GI [Guaiac]"
"chartindicator_1990","chartindicator","1990","High minute vent."
"chartindicator_1996","chartindicator","1996","HIGH MIN. VOL."
"chartindicator_2","chartindicator","2","ABI (L)"
"chartindicator_200","chartindicator","200","GI Intub #1 [Type]"
"chartindicator_2003","chartindicator","2003","HIGH MIN VOL"
"chartindicator_2006","chartindicator","2006","high min volume"
"chartindicator_201","chartindicator","201","GI Intub #2 [Type]"
"chartindicator_2013","chartindicator","2013","Bupivacaine"
"chartindicator_2018","chartindicator","2018","High min volume"
"chartindicator_202","chartindicator","202","GI#1 Tube PlaceCheck"
"chartindicator_2022","chartindicator","2022","NIF"
"chartindicator_203","chartindicator","203","GI#1 Tube [Status]"
"chartindicator_2034","chartindicator","2034","High min. vent."
"chartindicator_204","chartindicator","204","GI#2 Tube PlaceCheck"
"chartindicator_205","chartindicator","205","GI#2 Tube [Status]"
"chartindicator_207","chartindicator","207","GU Catheter Size"
"chartindicator_2076","chartindicator","2076","HI(GH MV"
"chartindicator_208","chartindicator","208","Gag Reflex"
"chartindicator_2089","chartindicator","2089","highmv"
"chartindicator_209","chartindicator","209","Graft/Flap Pulse"
"chartindicator_2095","chartindicator","2095","Octreotide"
"chartindicator_210","chartindicator","210","HOB"
"chartindicator_211","chartindicator","211","Heart Rate"
"chartindicator_2110","chartindicator","2110","Mucomyst"
"chartindicator_212","chartindicator","212","Heart Rhythm"
"chartindicator_2127","chartindicator","2127","high exhale mv"
"chartindicator_2129","chartindicator","2129","Driving Pressure"
"chartindicator_213","chartindicator","213","Heart Sounds"
"chartindicator_2139","chartindicator","2139","EDVI"
"chartindicator_2143","chartindicator","2143","multipodus"
"chartindicator_2146","chartindicator","2146","edvi"
"chartindicator_216","chartindicator","216","Height of Bed"
"chartindicator_2161","chartindicator","2161","aprotinin cc/hr"
"chartindicator_217","chartindicator","217","Heparin Dose"
"chartindicator_218","chartindicator","218","High Insp. Pressure"
"chartindicator_219","chartindicator","219","High Resp. Rate"
"chartindicator_220045","chartindicator","220045","Heart Rate"
"chartindicator_220046","chartindicator","220046","Heart rate Alarm - High"
"chartindicator_220047","chartindicator","220047","Heart Rate Alarm - Low"
"chartindicator_220050","chartindicator","220050","Arterial Blood Pressure systolic"
"chartindicator_220051","chartindicator","220051","Arterial Blood Pressure diastolic"
"chartindicator_220052","chartindicator","220052","Arterial Blood Pressure mean"
"chartindicator_220056","chartindicator","220056","Arterial Blood Pressure Alarm - Low"
"chartindicator_220058","chartindicator","220058","Arterial Blood Pressure Alarm - High"
"chartindicator_220179","chartindicator","220179","Non Invasive Blood Pressure systolic"
"chartindicator_220180","chartindicator","220180","Non Invasive Blood Pressure diastolic"
"chartindicator_220181","chartindicator","220181","Non Invasive Blood Pressure mean"
"chartindicator_220210","chartindicator","220210","Respiratory Rate"
"chartindicator_220224","chartindicator","220224","Arterial O2 pressure"
"chartindicator_220227","chartindicator","220227","Arterial O2 Saturation"
"chartindicator_220228","chartindicator","220228","Hemoglobin"
"chartindicator_220235","chartindicator","220235","Arterial CO2 Pressure"
"chartindicator_220274","chartindicator","220274","PH (Venous)"
"chartindicator_220277","chartindicator","220277","O2 saturation pulseoxymetry"
"chartindicator_220292","chartindicator","220292","Minute Volume Alarm - Low"
"chartindicator_220293","chartindicator","220293","Minute Volume Alarm - High"
"chartindicator_220339","chartindicator","220339","PEEP set"
"chartindicator_220545","chartindicator","220545","Hematocrit (serum)"
"chartindicator_220546","chartindicator","220546","WBC"
"chartindicator_220581","chartindicator","220581","Amylase"
"chartindicator_220587","chartindicator","220587","AST"
"chartindicator_220602","chartindicator","220602","Chloride (serum)"
"chartindicator_220603","chartindicator","220603","Cholesterol"
"chartindicator_220615","chartindicator","220615","Creatinine"
"chartindicator_220621","chartindicator","220621","Glucose (serum)"
"chartindicator_220624","chartindicator","220624","HDL"
"chartindicator_220632","chartindicator","220632","LDH"
"chartindicator_220635","chartindicator","220635","Magnesium"
"chartindicator_220644","chartindicator","220644","ALT"
"chartindicator_220645","chartindicator","220645","Sodium (serum)"
"chartindicator_220650","chartindicator","220650","Total Protein"
"chartindicator_220734","chartindicator","220734","PH (dipstick)"
"chartindicator_220739","chartindicator","220739","GCS - Eye Opening"
"chartindicator_221","chartindicator","221","I:E Ratio"
"chartindicator_222","chartindicator","222","I:E Ratio-Calculated"
"chartindicator_2236","chartindicator","2236","MULTIPODUS BOOTS"
"chartindicator_223679","chartindicator","223679","TCO2 (calc) Venous"
"chartindicator_223751","chartindicator","223751","Non-Invasive Blood Pressure Alarm - High"
"chartindicator_223752","chartindicator","223752","Non-Invasive Blood Pressure Alarm - Low"
"chartindicator_223758","chartindicator","223758","Code Status"
"chartindicator_223761","chartindicator","223761","Temperature Fahrenheit"
"chartindicator_223769","chartindicator","223769","O2 Saturation Pulseoxymetry Alarm - High"
"chartindicator_223770","chartindicator","223770","O2 Saturation Pulseoxymetry Alarm - Low"
"chartindicator_223830","chartindicator","223830","PH (Arterial)"
"chartindicator_223834","chartindicator","223834","O2 Flow"
"chartindicator_223835","chartindicator","223835","Inspired O2 Fraction"
"chartindicator_223873","chartindicator","223873","Paw High"
"chartindicator_223874","chartindicator","223874","Vti High"
"chartindicator_223875","chartindicator","223875","Fspn High"
"chartindicator_223876","chartindicator","223876","Apnea Interval"
"chartindicator_223900","chartindicator","223900","GCS - Verbal Response"
"chartindicator_223901","chartindicator","223901","GCS - Motor Response"
"chartindicator_224","chartindicator","224","IABP Mean"
"chartindicator_224161","chartindicator","224161","Resp Alarm - High"
"chartindicator_224162","chartindicator","224162","Resp Alarm - Low"
"chartindicator_224168","chartindicator","224168","Parameters Checked"
"chartindicator_224417","chartindicator","224417","Cuff Pressure"
"chartindicator_224418","chartindicator","224418","Cuff Volume (mL)"
"chartindicator_224562","chartindicator","224562","Impaired Skin Length #1"
"chartindicator_224564","chartindicator","224564","Impaired Skin Odor #1"
"chartindicator_224639","chartindicator","224639","Daily Weight"
"chartindicator_224641","chartindicator","224641","Alarms On"
"chartindicator_224684","chartindicator","224684","Tidal Volume (set)"
"chartindicator_224685","chartindicator","224685","Tidal Volume (observed)"
"chartindicator_224686","chartindicator","224686","Tidal Volume (spontaneous)"
"chartindicator_224687","chartindicator","224687","Minute Volume"
"chartindicator_224688","chartindicator","224688","Respiratory Rate (Set)"
"chartindicator_224689","chartindicator","224689","Respiratory Rate (spontaneous)"
"chartindicator_224690","chartindicator","224690","Respiratory Rate (Total)"
"chartindicator_224695","chartindicator","224695","Peak Insp. Pressure"
"chartindicator_224696","chartindicator","224696","Plateau Pressure"
"chartindicator_224697","chartindicator","224697","Mean Airway Pressure"
"chartindicator_224701","chartindicator","224701","PSV Level"
"chartindicator_224738","chartindicator","224738","Inspiratory Time"
"chartindicator_224828","chartindicator","224828","Arterial Base Excess"
"chartindicator_224846","chartindicator","224846","Impaired Skin Width #1"
"chartindicator_224916","chartindicator","224916","Impaired Skin Length #2"
"chartindicator_224917","chartindicator","224917","Impaired Skin Length #3"
"chartindicator_224923","chartindicator","224923","Impaired Skin Odor #2"
"chartindicator_224924","chartindicator","224924","Impaired Skin Odor #3"
"chartindicator_224951","chartindicator","224951","Impaired Skin Width #2"
"chartindicator_224952","chartindicator","224952","Impaired Skin Width #3"
"chartindicator_225","chartindicator","225","IABP setting"
"chartindicator_225067","chartindicator","225067","Is the spokesperson the Health Care Proxy"
"chartindicator_225070","chartindicator","225070","Unable to assess psychological"
"chartindicator_225074","chartindicator","225074","Any fear in relationships"
"chartindicator_225078","chartindicator","225078","Social work consult"
"chartindicator_225082","chartindicator","225082","Pregnant"
"chartindicator_225085","chartindicator","225085","Post menopausal"
"chartindicator_225086","chartindicator","225086","Unable to assess cognitive / perceptual"
"chartindicator_225092","chartindicator","225092","Self ADL"
"chartindicator_225094","chartindicator","225094","History of slips / falls"
"chartindicator_225103","chartindicator","225103","Intravenous  / IV access prior to admission"
"chartindicator_225105","chartindicator","225105","Unable to assess habits"
"chartindicator_225113","chartindicator","225113","Currently experiencing pain"
"chartindicator_225117","chartindicator","225117","Unable to assess nutrition / education"
"chartindicator_225118","chartindicator","225118","Difficulty swallowing"
"chartindicator_225122","chartindicator","225122","Special diet"
"chartindicator_225124","chartindicator","225124","Unintentional weight loss >10 lbs."
"chartindicator_225126","chartindicator","225126","Dialysis patient"
"chartindicator_225129","chartindicator","225129","Unable to assess teaching / learning needs"
"chartindicator_225175","chartindicator","225175","See chart for initial patient assessment"
"chartindicator_225185","chartindicator","225185","Skin Care"
"chartindicator_225187","chartindicator","225187","Back Care"
"chartindicator_225206","chartindicator","225206","Multi Lumen Zero/Calibrate"
"chartindicator_225612","chartindicator","225612","Alkaline Phosphate"
"chartindicator_225624","chartindicator","225624","BUN"
"chartindicator_225625","chartindicator","225625","Calcium non-ionized"
"chartindicator_225628","chartindicator","225628","CK-MB fraction (%)"
"chartindicator_225634","chartindicator","225634","CK (CPK)"
"chartindicator_225636","chartindicator","225636","D-Dimer"
"chartindicator_225637","chartindicator","225637","Differential-Atyps"
"chartindicator_225638","chartindicator","225638","Differential-Bands"
"chartindicator_225639","chartindicator","225639","Differential-Basos"
"chartindicator_225640","chartindicator","225640","Differential-Eos"
"chartindicator_225641","chartindicator","225641","Differential-Lymphs"
"chartindicator_225642","chartindicator","225642","Differential-Monos"
"chartindicator_225643","chartindicator","225643","Differential-Neuts"
"chartindicator_225651","chartindicator","225651","Direct Bilirubin"
"chartindicator_225664","chartindicator","225664","Glucose finger stick"
"chartindicator_225667","chartindicator","225667","Ionized Calcium"
"chartindicator_225668","chartindicator","225668","Lactic Acid"
"chartindicator_225671","chartindicator","225671","LDL calculated"
"chartindicator_225672","chartindicator","225672","Lipase"
"chartindicator_225674","chartindicator","225674","Mixed Venous O2% Sat"
"chartindicator_225677","chartindicator","225677","Phosphorous"
"chartindicator_225684","chartindicator","225684","Serum Osmolality"
"chartindicator_225690","chartindicator","225690","Total Bilirubin"
"chartindicator_225693","chartindicator","225693","Triglyceride"
"chartindicator_225695","chartindicator","225695","Uric Acid"
"chartindicator_225698","chartindicator","225698","TCO2 (calc) Arterial"
"chartindicator_226","chartindicator","226","ICP"
"chartindicator_226062","chartindicator","226062","Venous CO2 Pressure"
"chartindicator_226063","chartindicator","226063","Venous O2 Pressure"
"chartindicator_226113","chartindicator","226113","Multi Lumen placed in outside facility"
"chartindicator_226137","chartindicator","226137","18 Gauge placed in outside facility"
"chartindicator_226138","chartindicator","226138","20 Gauge placed in outside facility"
"chartindicator_226169","chartindicator","226169","Subglottal Suctioning"
"chartindicator_226179","chartindicator","226179","No wallet / money"
"chartindicator_226180","chartindicator","226180","Sexuality / reproductive problems"
"chartindicator_226253","chartindicator","226253","SpO2 Desat Limit"
"chartindicator_226512","chartindicator","226512","Admission Weight (Kg)"
"chartindicator_226531","chartindicator","226531","Admission Weight (lbs.)"
"chartindicator_226534","chartindicator","226534","Sodium (whole blood)"
"chartindicator_226536","chartindicator","226536","Chloride (whole blood)"
"chartindicator_226537","chartindicator","226537","Glucose (whole blood)"
"chartindicator_226540","chartindicator","226540","Hematocrit (whole blood - calc)"
"chartindicator_226707","chartindicator","226707","Height"
"chartindicator_226730","chartindicator","226730","Height (cm)"
"chartindicator_226871","chartindicator","226871","Expiratory Ratio"
"chartindicator_226873","chartindicator","226873","Inspiratory Ratio"
"chartindicator_226889","chartindicator","226889","Legal Guardian"
"chartindicator_227073","chartindicator","227073","Anion gap"
"chartindicator_227293","chartindicator","227293","Multi Lumen Dressing Occlusive"
"chartindicator_227348","chartindicator","227348","Low risk (25-50) interventions"
"chartindicator_227349","chartindicator","227349","High risk (>51) interventions"
"chartindicator_227360","chartindicator","227360","Indwelling Port (PortaCath) Dressing Occlusive"
"chartindicator_227367","chartindicator","227367","18 Gauge Dressing Occlusive"
"chartindicator_227368","chartindicator","227368","20 Gauge Dressing Occlusive"
"chartindicator_227429","chartindicator","227429","Troponin-T"
"chartindicator_227440","chartindicator","227440","Digoxin"
"chartindicator_227442","chartindicator","227442","Potassium (serum)"
"chartindicator_227443","chartindicator","227443","HCO3 (serum)"
"chartindicator_227444","chartindicator","227444","C Reactive Protein (CRP)"
"chartindicator_227445","chartindicator","227445","CK-MB"
"chartindicator_227454","chartindicator","227454","Vancomycin (Random)"
"chartindicator_227455","chartindicator","227455","Vancomycin (Trough)"
"chartindicator_227456","chartindicator","227456","Albumin"
"chartindicator_227457","chartindicator","227457","Platelet Count"
"chartindicator_227460","chartindicator","227460","Phenobarbital"
"chartindicator_227461","chartindicator","227461","Phenytoin (Dilantin)"
"chartindicator_227463","chartindicator","227463","Cortisol"
"chartindicator_227464","chartindicator","227464","Potassium (whole blood)"
"chartindicator_227465","chartindicator","227465","Prothrombin time"
"chartindicator_227466","chartindicator","227466","PTT"
"chartindicator_227467","chartindicator","227467","INR"
"chartindicator_227468","chartindicator","227468","Fibrinogen"
"chartindicator_227470","chartindicator","227470","Sed Rate"
"chartindicator_227471","chartindicator","227471","Specific Gravity (urine)"
"chartindicator_227516","chartindicator","227516","PO2 (Mixed Venous)"
"chartindicator_2287","chartindicator","2287","APROTININ CC/HR"
"chartindicator_229","chartindicator","229","INV Line#1 [Type]"
"chartindicator_230","chartindicator","230","INV Line#1 Zero/Cal"
"chartindicator_2305","chartindicator","2305","aprotinin"
"chartindicator_2307","chartindicator","2307","WAFFLE BOOTS"
"chartindicator_232","chartindicator","232","INV Line#1SiteAppear"
"chartindicator_2326","chartindicator","2326","(R) FEMORAL SHEATH"
"chartindicator_2338","chartindicator","2338","finger stick glucose"
"chartindicator_2341","chartindicator","2341","CLOT IN BLOODBANK"
"chartindicator_235","chartindicator","235","INV Line#2 [Type]"
"chartindicator_2351","chartindicator","2351","GROIN BP"
"chartindicator_2353","chartindicator","2353","R FEM MAP"
"chartindicator_236","chartindicator","236","INV Line#2 Zero/Cal"
"chartindicator_2373","chartindicator","2373","APROTININ ML/HR"
"chartindicator_2377","chartindicator","2377","MULTIPODUS BOOT RT"
"chartindicator_238","chartindicator","238","INV Line#2SiteAppear"
"chartindicator_2398","chartindicator","2398","MIXED VENOUS SAT"
"chartindicator_24","chartindicator","24","ART Lumen Volume"
"chartindicator_241","chartindicator","241","INV Line#3 [Type]"
"chartindicator_2412","chartindicator","2412","lipase"
"chartindicator_2418","chartindicator","2418","CARIPORIDE 20MG/HR"
"chartindicator_242","chartindicator","242","INV Line#3 Zero/Cal"
"chartindicator_2429","chartindicator","2429","VENOUS/DOPPLER/BFM"
"chartindicator_244","chartindicator","244","INV Line#3SiteAppear"
"chartindicator_2443","chartindicator","2443","PROTONIX DRIP"
"chartindicator_2459","chartindicator","2459","osomolarity"
"chartindicator_247","chartindicator","247","INV Line#4 [Type]"
"chartindicator_248","chartindicator","248","INV Line#4 Zero/Cal"
"chartindicator_25","chartindicator","25","AV Interval"
"chartindicator_250","chartindicator","250","INV Line#4SiteAppear"
"chartindicator_2509","chartindicator","2509","APROTONIN CC/HR"
"chartindicator_2529","chartindicator","2529","arterial pulse flap"
"chartindicator_253","chartindicator","253","INV Line#5 [Type]"
"chartindicator_2530","chartindicator","2530","venous pulse"
"chartindicator_254","chartindicator","254","INV Line#5 Zero/Cal"
"chartindicator_2548","chartindicator","2548","nimbex mg/kg/hr"
"chartindicator_256","chartindicator","256","INV Line#5SiteAppear"
"chartindicator_2565","chartindicator","2565","Bruit/Thrill"
"chartindicator_2570","chartindicator","2570","valproic acid"
"chartindicator_2579","chartindicator","2579","mammary support"
"chartindicator_259","chartindicator","259","INV Line#6 [Type]"
"chartindicator_26","chartindicator","26","AaDO2"
"chartindicator_260","chartindicator","260","INV Line#6 Zero/Cal"
"chartindicator_262","chartindicator","262","INV Line#6SiteAppear"
"chartindicator_265","chartindicator","265","INV Line#7 [Type]"
"chartindicator_2652","chartindicator","2652","APROTANIN"
"chartindicator_2656","chartindicator","2656","SOLUMEDROL MG/KG/HR"
"chartindicator_2657","chartindicator","2657","SOLUMEDROL CC/H"
"chartindicator_2659","chartindicator","2659","Camino CPP"
"chartindicator_266","chartindicator","266","INV Line#7 Zero/Cal"
"chartindicator_2660","chartindicator","2660","ICP Camino"
"chartindicator_2669","chartindicator","2669","svo2"
"chartindicator_268","chartindicator","268","INV Line#7SiteAppear"
"chartindicator_2687","chartindicator","2687","AMMONIA"
"chartindicator_27","chartindicator","27","Abdominal Assessment"
"chartindicator_2716","chartindicator","2716","EDV"
"chartindicator_2731","chartindicator","2731","Femoral ABP"
"chartindicator_2732","chartindicator","2732","Femoral ABP (Mean)"
"chartindicator_28","chartindicator","28","Abdominal Girth"
"chartindicator_2826","chartindicator","2826","Incentive spirometry"
"chartindicator_283","chartindicator","283","INV#1 WaveformAppear"
"chartindicator_2832","chartindicator","2832","APROTININE"
"chartindicator_284","chartindicator","284","INV#2 WaveformAppear"
"chartindicator_285","chartindicator","285","INV#3 WaveformAppear"
"chartindicator_2858","chartindicator","2858","RT ABD GRAFT PULSE"
"chartindicator_286","chartindicator","286","INV#4 WaveformAppear"
"chartindicator_2869","chartindicator","2869","PORK INSULIN U/HR"
"chartindicator_287","chartindicator","287","INV#5 WaveformAppear"
"chartindicator_2875","chartindicator","2875","VAC MACHINE"
"chartindicator_288","chartindicator","288","INV#6 WaveformAppear"
"chartindicator_2882","chartindicator","2882","FLAP COLOR/TEMP"
"chartindicator_2883","chartindicator","2883","Venous signal"
"chartindicator_289","chartindicator","289","INV#7 WaveformAppear"
"chartindicator_29","chartindicator","29","Access mmHg"
"chartindicator_294","chartindicator","294","IV #1 [Site]"
"chartindicator_2946","chartindicator","2946","APPROTININ CC/HR"
"chartindicator_2947","chartindicator","2947","approtinin cc/hr"
"chartindicator_2949","chartindicator","2949","HIGH MIN.VOLUME"
"chartindicator_2953","chartindicator","2953","ESMOLOL MCG/MIN"
"chartindicator_2966","chartindicator","2966","OFFICERS/HANDCUFFED"
"chartindicator_297","chartindicator","297","IV #2 [Site]"
"chartindicator_2971","chartindicator","2971","LR"
